"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"ViralHepatitisCaseReportFormModel","ViralHepatitisCaseReportFormModel.UniqueIdentifierCode.value","ViralHepatitisCaseReportFormModel.UniqueIdentifierCode.value","","","",0,1,"","","","string {[]} {[]}
","Primitive value for id","Primitive value for id","","","","","","","","","",,,,,"",,,,"string.value",0,1,"",""
"ViralHepatitisCaseReportFormModel","ViralHepatitisCaseReportFormModel.UniqueIdentifierCode.FirstTwoLetterOfMothersName","ViralHepatitisCaseReportFormModel.UniqueIdentifierCode.FirstTwoLetterOfMothersName","","","",1,1,"","","","id {[]} {[]}
","First two letters of mother's name","Format - AA/XX/XX/XX/XX/XXXX","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.UniqueIdentifierCode.FirstTwoLetterOfMothersName",1,1,"",""
"ViralHepatitisCaseReportFormModel","ViralHepatitisCaseReportFormModel.UniqueIdentifierCode.FirstTwoLetterOfFathersName","ViralHepatitisCaseReportFormModel.UniqueIdentifierCode.FirstTwoLetterOfFathersName","","","",1,1,"","","","id {[]} {[]}
","First two letters of father's name","Format - XX/AA/XX/XX/XX/XXXX","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.UniqueIdentifierCode.FirstTwoLetterOfFathersName",1,1,"",""
"ViralHepatitisCaseReportFormModel","ViralHepatitisCaseReportFormModel.UniqueIdentifierCode.BirthOrder","ViralHepatitisCaseReportFormModel.UniqueIdentifierCode.BirthOrder","","","",1,1,"","","","integer {[]} {[]}
","Birth Order","Format - XX/XX/##/XX/XX/XXXX","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.UniqueIdentifierCode.BirthOrder",1,1,"",""
"ViralHepatitisCaseReportFormModel","ViralHepatitisCaseReportFormModel.UniqueIdentifierCode.BirthDate","ViralHepatitisCaseReportFormModel.UniqueIdentifierCode.BirthDate","","","",1,1,"","","","date {[]} {[]}
","Birth Date","Format - XX/XX/XX/MM/DD/YYYY","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.UniqueIdentifierCode.BirthDate",1,1,"",""
"ViralHepatitisCaseReportFormModel","ViralHepatitisCaseReportFormModel.SexAssignedAtBirth","ViralHepatitisCaseReportFormModel.SexAssignedAtBirth","","","",0,1,"","","","code {[]} {[]}
","Sex Assigned at Birth","Sex Assigned at Birth","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.SexAssignedAtBirth",0,1,"",""
"ViralHepatitisCaseReportFormModel","ViralHepatitisCaseReportFormModel.SelfIdentity","ViralHepatitisCaseReportFormModel.SelfIdentity","","","",0,1,"","","","code {[]} {[]}
","Patient Self Identity","Patient Self Identity","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.SelfIdentity",0,1,"",""
"ViralHepatitisCaseReportFormModel","ViralHepatitisCaseReportFormModel.IsShePregnant","ViralHepatitisCaseReportFormModel.IsShePregnant","","","",0,*,"","","","code {[]} {[]}
","If female, is she pregnant?","If female, is she pregnant?","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.IsShePregnant",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ViralHepatitisCaseReportFormModel","ViralHepatitisCaseReportFormModel.IsShePregnant.id","ViralHepatitisCaseReportFormModel.IsShePregnant.id","","","",0,1,"","","","string {[]} {[]}
","xml:id (or equivalent in JSON)","unique id for the element within a resource (for internal references)","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"ViralHepatitisCaseReportFormModel","ViralHepatitisCaseReportFormModel.IsShePregnant.extension","ViralHepatitisCaseReportFormModel.IsShePregnant.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the resource. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ViralHepatitisCaseReportFormModel","ViralHepatitisCaseReportFormModel.IsShePregnant.value","ViralHepatitisCaseReportFormModel.IsShePregnant.value","","","",0,1,"","","","string {[]} {[]}
","Primitive value for code","Primitive value for code","","","","","","","","","",,,,,"",,,,"string.value",0,1,"",""
"ViralHepatitisCaseReportFormModel","ViralHepatitisCaseReportFormModel.IsShePregnant.IsShePregnant","ViralHepatitisCaseReportFormModel.IsShePregnant.IsShePregnant","","","",0,*,"","","","CodeableConcept {[]} {[]}
","If female, is she pregnant?","If female, is she pregnant?","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.IsShePregnant.IsShePregnant",0,*,"",""
"ViralHepatitisCaseReportFormModel","ViralHepatitisCaseReportFormModel.NumberOfChildren","ViralHepatitisCaseReportFormModel.NumberOfChildren","","","",0,*,"","","","integer {[]} {[]}
","Number of Children","Number of Children","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.NumberOfChildren",0,*,"",""
"ViralHepatitisCaseReportFormModel","ViralHepatitisCaseReportFormModel.CivilStatus","ViralHepatitisCaseReportFormModel.CivilStatus","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Civil Status","Civil Status","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.CivilStatus",0,*,"",""
"ViralHepatitisCaseReportFormModel","ViralHepatitisCaseReportFormModel.Nationality","ViralHepatitisCaseReportFormModel.Nationality","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Nationality","Nationality","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.Nationality",0,*,"",""
"ViralHepatitisCaseReportFormModel","ViralHepatitisCaseReportFormModel.AgeInYears","ViralHepatitisCaseReportFormModel.AgeInYears","","","",1,1,"","","","Age {[]} {[]}
","Age of Patient in Years","Age of Patient in Years","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.AgeInYears",1,1,"",""
"ViralHepatitisCaseReportFormModel","ViralHepatitisCaseReportFormModel.PhilHealthNo","ViralHepatitisCaseReportFormModel.PhilHealthNo","","","",1,1,"","","","Identifier {[]} {[]}
","PhilHealth Number of the Patient","PhilHealth Number of the Patient","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.PhilHealthNo",1,1,"",""
"ViralHepatitisCaseReportFormModel","ViralHepatitisCaseReportFormModel.CurrentAddressCityMunicipality","ViralHepatitisCaseReportFormModel.CurrentAddressCityMunicipality","","","",1,*,"","","","Address {[]} {[]}
","Current City/Municipality Address of the Patient","Current City/Municipality Address of the Patient","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.CurrentAddressCityMunicipality",1,*,"",""
"ViralHepatitisCaseReportFormModel","ViralHepatitisCaseReportFormModel.CurrentAddressProvince","ViralHepatitisCaseReportFormModel.CurrentAddressProvince","","","",1,*,"","","","Address {[]} {[]}
","Current Province Address of the Patient","Current Province Address of the Patient","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.CurrentAddressProvince",1,*,"",""
"ViralHepatitisCaseReportFormModel","ViralHepatitisCaseReportFormModel.CurrentAddressRegion","ViralHepatitisCaseReportFormModel.CurrentAddressRegion","","","",1,*,"","","","Address {[]} {[]}
","Current Region Address of the Patient","Current Region Address of the Patient","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.CurrentAddressRegion",1,*,"",""
"ViralHepatitisCaseReportFormModel","ViralHepatitisCaseReportFormModel.PermanentAddressCityMunicipality","ViralHepatitisCaseReportFormModel.PermanentAddressCityMunicipality","","","",1,*,"","","","Address {[]} {[]}
","Permanent City/Municipality Address of the Patient","Permanent City/Municipality Address of the Patient","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.PermanentAddressCityMunicipality",1,*,"",""
"ViralHepatitisCaseReportFormModel","ViralHepatitisCaseReportFormModel.PermanentAddressProvince","ViralHepatitisCaseReportFormModel.PermanentAddressProvince","","","",1,*,"","","","Address {[]} {[]}
","Permanent Province Address of the Patient","Permanent Province Address of the Patient","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.PermanentAddressProvince",1,*,"",""
"ViralHepatitisCaseReportFormModel","ViralHepatitisCaseReportFormModel.PermanentAddressRegion","ViralHepatitisCaseReportFormModel.PermanentAddressRegion","","","",1,*,"","","","Address {[]} {[]}
","Permanent Region Address of the Patient","Permanent Region Address of the Patient","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.PermanentAddressRegion",1,*,"",""
"ViralHepatitisCaseReportFormModel","ViralHepatitisCaseReportFormModel.DidTheClientsMotherTestPositiveForHepatitisB","ViralHepatitisCaseReportFormModel.DidTheClientsMotherTestPositiveForHepatitisB","","","",1,1,"","","","BackboneElement {[]} {[]}
","History of Client's mother for Hepatitis B","Did the client's mother test positive for Hepatitis B?","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.DidTheClientsMotherTestPositiveForHepatitisB",1,1,"",""
"ViralHepatitisCaseReportFormModel","ViralHepatitisCaseReportFormModel.DidTheClientsMotherTestPositiveForHepatitisC","ViralHepatitisCaseReportFormModel.DidTheClientsMotherTestPositiveForHepatitisC","","","",1,1,"","","","BackboneElement {[]} {[]}
","History of Client's mother for Hepatitis C","Did the client's mother test positive for Hepatitis C?","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.DidTheClientsMotherTestPositiveForHepatitisC",1,1,"",""
"ViralHepatitisCaseReportFormModel","ViralHepatitisCaseReportFormModel.DidTheClientsSpouseOrPartnerTestPositiveForHepatitisB","ViralHepatitisCaseReportFormModel.DidTheClientsSpouseOrPartnerTestPositiveForHepatitisB","","","",1,1,"","","","BackboneElement {[]} {[]}
","History of Client's Spouse/Partner for Hepatitis B","Did the client's spouse/partner test positive for Hepatitis B?","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.DidTheClientsSpouseOrPartnerTestPositiveForHepatitisB",1,1,"",""
"ViralHepatitisCaseReportFormModel","ViralHepatitisCaseReportFormModel.DidTheClientsSpouseOrPartnerTestPositiveForHepatitisC","ViralHepatitisCaseReportFormModel.DidTheClientsSpouseOrPartnerTestPositiveForHepatitisC","","","",1,1,"","","","BackboneElement {[]} {[]}
","History of Client's Spouse/Partner for Hepatitis C","Did the client's spouse/partner test positive for Hepatitis C?","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.DidTheClientsSpouseOrPartnerTestPositiveForHepatitisC",1,1,"",""
"ViralHepatitisCaseReportFormModel","ViralHepatitisCaseReportFormModel.DoesTheClientHaveHistoryOfSharingNeedleAndOrSyringeWithOthers","ViralHepatitisCaseReportFormModel.DoesTheClientHaveHistoryOfSharingNeedleAndOrSyringeWithOthers","","","",1,1,"","","","CodeableConcept {[]} {[]}
","History of client of using/sharing needle or syringe with others","Does the client have history of sharing needle and/or syringe with others?","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.DoesTheClientHaveHistoryOfSharingNeedleAndOrSyringeWithOthers",1,1,"",""
"ViralHepatitisCaseReportFormModel","ViralHepatitisCaseReportFormModel.DoesTheClientHaveHistoryOfInjectingDrugs","ViralHepatitisCaseReportFormModel.DoesTheClientHaveHistoryOfInjectingDrugs","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Does the client have history of injecting drugs?","Does the client have history of injecting drugs?","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.DoesTheClientHaveHistoryOfInjectingDrugs",1,1,"",""
"ViralHepatitisCaseReportFormModel","ViralHepatitisCaseReportFormModel.HasTheClientBeenAccidentallyPrickedByObjectContaminatedWithBlood","ViralHepatitisCaseReportFormModel.HasTheClientBeenAccidentallyPrickedByObjectContaminatedWithBlood","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Has the client been accidentally pricked by needles/sharps or other objects contaminated with blood?","Has the client been accidentally pricked by needles/sharps or other objects contaminated with blood?","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.HasTheClientBeenAccidentallyPrickedByObjectContaminatedWithBlood",1,1,"",""
"ViralHepatitisCaseReportFormModel","ViralHepatitisCaseReportFormModel.DidTheClientReceiveATattoo","ViralHepatitisCaseReportFormModel.DidTheClientReceiveATattoo","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Did the client receive a tattoo?","Did the client receive a tattoo?","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.DidTheClientReceiveATattoo",1,1,"",""
"ViralHepatitisCaseReportFormModel","ViralHepatitisCaseReportFormModel.WasThereAHistoryInThePastYearOfSexualIntercourseWithAMale","ViralHepatitisCaseReportFormModel.WasThereAHistoryInThePastYearOfSexualIntercourseWithAMale","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Was there a history(past year) of sexual intercourse with a male?","Was there a history(past year) of sexual intercourse with a male?","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.WasThereAHistoryInThePastYearOfSexualIntercourseWithAMale",1,1,"",""
"ViralHepatitisCaseReportFormModel","ViralHepatitisCaseReportFormModel.WasThereAHistoryInThePastYearOfSexualIntercourseWithAFemale","ViralHepatitisCaseReportFormModel.WasThereAHistoryInThePastYearOfSexualIntercourseWithAFemale","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Was there a history(past year) of sexual intercourse with a female?","Was there a history(past year) of sexual intercourse with a female?","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.WasThereAHistoryInThePastYearOfSexualIntercourseWithAFemale",1,1,"",""
"ViralHepatitisCaseReportFormModel","ViralHepatitisCaseReportFormModel.DoesTheClientPayInCashOrInKindForSex","ViralHepatitisCaseReportFormModel.DoesTheClientPayInCashOrInKindForSex","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Does the client pay (in cash or in kind) for sex?","Does the client pay (in cash or in kind) for sex?","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.DoesTheClientPayInCashOrInKindForSex",1,1,"",""
"ViralHepatitisCaseReportFormModel","ViralHepatitisCaseReportFormModel.DoesTheClientAcceptPaymentInCashOrInKindInExchangeForSex","ViralHepatitisCaseReportFormModel.DoesTheClientAcceptPaymentInCashOrInKindInExchangeForSex","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Does the client accept payment (in cash or in kind) in exchange for sex?","Does the client accept payment (in cash or in kind) in exchange for sex?","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.DoesTheClientAcceptPaymentInCashOrInKindInExchangeForSex",1,1,"",""
"ViralHepatitisCaseReportFormModel","ViralHepatitisCaseReportFormModel.WasThereAHistoryOfEmploymentAbroadInThePast","ViralHepatitisCaseReportFormModel.WasThereAHistoryOfEmploymentAbroadInThePast","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Was there a history of employment abroad in the past?","Was there a history of employment abroad in the past?","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.WasThereAHistoryOfEmploymentAbroadInThePast",1,1,"",""
"ViralHepatitisCaseReportFormModel","ViralHepatitisCaseReportFormModel.IsThereAFamilyHistoryOfHCCOrPrimaryLiverCancer","ViralHepatitisCaseReportFormModel.IsThereAFamilyHistoryOfHCCOrPrimaryLiverCancer","","","",1,1,"","","","BackboneElement {[]} {[]}
","History of Client's family on Hepatocellular Carcinoma (HCC)/Primary Liver Cancer","Is there a family history of Hepatocellular Carcinoma (HCC)/primary liver cancer?","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.IsThereAFamilyHistoryOfHCCOrPrimaryLiverCancer",1,1,"",""
"ViralHepatitisCaseReportFormModel","ViralHepatitisCaseReportFormModel.DoesTheClientHaveHCCPriorToHepatitisBAndOrHepatitisCDiagnosis","ViralHepatitisCaseReportFormModel.DoesTheClientHaveHCCPriorToHepatitisBAndOrHepatitisCDiagnosis","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Client's History of having Hepatocellular Carcinoma","Does the client have hepatocellular carcinoma prior to Hepatitis B and/or Hepatitis C diagnosis?","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.DoesTheClientHaveHCCPriorToHepatitisBAndOrHepatitisCDiagnosis",1,1,"",""
"ViralHepatitisCaseReportFormModel","ViralHepatitisCaseReportFormModel.DoesTheClientHaveHistoryOfReceivingBloodOrBloodProducts","ViralHepatitisCaseReportFormModel.DoesTheClientHaveHistoryOfReceivingBloodOrBloodProducts","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Client's History of Receiving Blood or Blood Products","Does the client have history of receiving blood/blood products?","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.DoesTheClientHaveHistoryOfReceivingBloodOrBloodProducts",1,1,"",""
"ViralHepatitisCaseReportFormModel","ViralHepatitisCaseReportFormModel.DoesTheClientHaveHistoryOfUndergoingHemodialysis","ViralHepatitisCaseReportFormModel.DoesTheClientHaveHistoryOfUndergoingHemodialysis","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Client's History of undergoing hemodialysis","Does the client have history of undergoing hemodialysis?","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.DoesTheClientHaveHistoryOfUndergoingHemodialysis",1,1,"",""
"ViralHepatitisCaseReportFormModel","ViralHepatitisCaseReportFormModel.WasThereAHistoryOfBeingVaccinatedForHepatitisA","ViralHepatitisCaseReportFormModel.WasThereAHistoryOfBeingVaccinatedForHepatitisA","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Client's History of Being Vaccinated for Hepatitis A","Was there a history of being vaccinated for Hepatitis A?","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.WasThereAHistoryOfBeingVaccinatedForHepatitisA",1,1,"",""
"ViralHepatitisCaseReportFormModel","ViralHepatitisCaseReportFormModel.WasThereAHistoryOfBeingVaccinatedForHepatitisB","ViralHepatitisCaseReportFormModel.WasThereAHistoryOfBeingVaccinatedForHepatitisB","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Client's History of Being Vaccinated for Hepatitis B","Was there a history of being vaccinated for Hepatitis B?","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.WasThereAHistoryOfBeingVaccinatedForHepatitisB",1,1,"",""
"ViralHepatitisCaseReportFormModel","ViralHepatitisCaseReportFormModel.DoesTheClientHaveHistoryOfHIVTreatmentPriorToEnrollment","ViralHepatitisCaseReportFormModel.DoesTheClientHaveHistoryOfHIVTreatmentPriorToEnrollment","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Client's History of Undergoing HIV Treatment Prior to Enrollment","Does the client have history of HIV treatment prior to enrollment?","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.DoesTheClientHaveHistoryOfHIVTreatmentPriorToEnrollment",1,1,"",""
"ViralHepatitisCaseReportFormModel","ViralHepatitisCaseReportFormModel.HIVIfTheClientHasHistoryOfTakingAntiretroviralDrugForHIV","ViralHepatitisCaseReportFormModel.HIVIfTheClientHasHistoryOfTakingAntiretroviralDrugForHIV","","","",1,1,"","","","BackboneElement {[]} {[]}
","The Client has history of testing positive for HIV prior to the baseline diagnosis of viral hepatitis","Did the client tested positive for HIV prior to baseline diagnosis of hepatitis?","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.HIVIfTheClientHasHistoryOfTakingAntiretroviralDrugForHIV",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ViralHepatitisCaseReportFormModel","ViralHepatitisCaseReportFormModel.HIVIfTheClientHasHistoryOfTakingAntiretroviralDrugForHIV.id","ViralHepatitisCaseReportFormModel.HIVIfTheClientHasHistoryOfTakingAntiretroviralDrugForHIV.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"ViralHepatitisCaseReportFormModel","ViralHepatitisCaseReportFormModel.HIVIfTheClientHasHistoryOfTakingAntiretroviralDrugForHIV.extension","ViralHepatitisCaseReportFormModel.HIVIfTheClientHasHistoryOfTakingAntiretroviralDrugForHIV.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ViralHepatitisCaseReportFormModel","ViralHepatitisCaseReportFormModel.HIVIfTheClientHasHistoryOfTakingAntiretroviralDrugForHIV.modifierExtension","ViralHepatitisCaseReportFormModel.HIVIfTheClientHasHistoryOfTakingAntiretroviralDrugForHIV.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ViralHepatitisCaseReportFormModel","ViralHepatitisCaseReportFormModel.HIVIfTheClientHasHistoryOfTakingAntiretroviralDrugForHIV.NoYesHIVMedsTaken","ViralHepatitisCaseReportFormModel.HIVIfTheClientHasHistoryOfTakingAntiretroviralDrugForHIV.NoYesHIVMedsTaken","","","",1,1,"","","","BackboneElement {[]} {[]}
","List of Antiretroviral Drugs for HIV Taken","If the client has history of taking antiretroviral drugs, please specify the drug(s) used","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.HIVIfTheClientHasHistoryOfTakingAntiretroviralDrugForHIV.NoYesHIVMedsTaken",1,1,"",""
"ViralHepatitisCaseReportFormModel","ViralHepatitisCaseReportFormModel.HepatitisBIfTheClientHasHistoryOfTakingAntiviralDrugForHepB","ViralHepatitisCaseReportFormModel.HepatitisBIfTheClientHasHistoryOfTakingAntiviralDrugForHepB","","","",1,1,"","","","BackboneElement {[]} {[]}
","The Client has history of testing positive for Hepatitis B prior to the baseline diagnosis of viral hepatitis","Did the client tested positive for Hepatitis B prior to baseline diagnosis of hepatitis?","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.HepatitisBIfTheClientHasHistoryOfTakingAntiviralDrugForHepB",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ViralHepatitisCaseReportFormModel","ViralHepatitisCaseReportFormModel.HepatitisBIfTheClientHasHistoryOfTakingAntiviralDrugForHepB.id","ViralHepatitisCaseReportFormModel.HepatitisBIfTheClientHasHistoryOfTakingAntiviralDrugForHepB.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"ViralHepatitisCaseReportFormModel","ViralHepatitisCaseReportFormModel.HepatitisBIfTheClientHasHistoryOfTakingAntiviralDrugForHepB.extension","ViralHepatitisCaseReportFormModel.HepatitisBIfTheClientHasHistoryOfTakingAntiviralDrugForHepB.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ViralHepatitisCaseReportFormModel","ViralHepatitisCaseReportFormModel.HepatitisBIfTheClientHasHistoryOfTakingAntiviralDrugForHepB.modifierExtension","ViralHepatitisCaseReportFormModel.HepatitisBIfTheClientHasHistoryOfTakingAntiviralDrugForHepB.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
